"Farm","cowid","Event","Days_In_Milk","Event_Date","Recode_Protos"
38,10023,"NO_LESION",297,2023-10-02,"Trim Only"
38,10033,"NO_LESION",133,2023-01-30,"Trim Only"
38,10033,"NO_LESION",205,2023-04-12,"Trim Only"
38,10033,"NO_LESION",353,2023-09-07,"Trim Only"
38,10034,"NO_LESION",399,2022-11-28,"Trim Only"
38,10034,"LAME",95,2023-05-08,"DigitalDermatitis"
38,10034,"LAME",200,2023-08-21,"DigitalDermatitis"
38,10034,"LAME",270,2023-10-30,"DigitalDermatitis"
38,10036,"NO_LESION",388,2023-02-13,"Trim Only"
38,10036,"NO_LESION",118,2023-08-28,"Trim Only"
38,10037,"NO_LESION",112,2023-02-20,"Trim Only"
38,10037,"NO_LESION",203,2023-05-22,"Trim Only"
38,10037,"NO_LESION",311,2023-09-07,"Trim Only"
38,10038,"NO_LESION",303,2022-10-24,"Trim Only"
38,10038,"NO_LESION",101,2023-05-01,"Trim Only"
38,10038,"NO_LESION",213,2023-08-21,"Trim Only"
38,10042,"NO_LESION",112,2023-02-20,"Trim Only"
38,10042,"NO_LESION",203,2023-05-22,"Trim Only"
38,10042,"NO_LESION",287,2023-08-14,"Trim Only"
38,10046,"NO_LESION",110,2023-03-06,"Trim Only"
38,10046,"NO_LESION",201,2023-06-05,"Trim Only"
38,10047,"NO_LESION",106,2023-02-27,"Trim Only"
38,10047,"NO_LESION",302,2023-09-11,"Trim Only"
38,10049,"NO_LESION",324,2023-01-02,"Trim Only"
38,10049,"NO_LESION",94,2023-06-12,"Trim Only"
38,10049,"NO_LESION",206,2023-10-02,"Trim Only"
38,10059,"NO_LESION",120,2023-01-23,"Trim Only"
38,10059,"NO_LESION",197,2023-04-10,"Trim Only"
38,10059,"LAME",260,2023-06-12,"ThinSole"
38,10062,"NO_LESION",289,2022-12-22,"Trim Only"
38,10062,"NO_LESION",99,2023-06-05,"Trim Only"
38,10062,"NO_LESION",204,2023-09-18,"Trim Only"
38,10065,"NO_LESION",193,2023-04-24,"Trim Only"
38,10065,"NO_LESION",284,2023-07-24,"Trim Only"
38,10066,"NO_LESION",306,2022-12-22,"Trim Only"
38,10066,"NO_LESION",97,2023-06-12,"Trim Only"
38,10066,"NO_LESION",195,2023-09-18,"Trim Only"
38,10076,"NO_LESION",109,2023-02-20,"Trim Only"
38,10076,"NO_LESION",200,2023-05-22,"Trim Only"
38,10076,"NO_LESION",298,2023-08-28,"Trim Only"
38,10084,"NO_LESION",334,2023-01-30,"Trim Only"
38,10084,"NO_LESION",110,2023-08-07,"Trim Only"
38,10084,"NO_LESION",194,2023-10-30,"Trim Only"
38,10085,"NO_LESION",99,2023-03-20,"Trim Only"
38,10085,"NO_LESION",211,2023-07-10,"Trim Only"
38,10085,"NO_LESION",295,2023-10-02,"Trim Only"
38,10089,"NO_LESION",211,2023-05-22,"Trim Only"
38,10089,"LAME",232,2023-06-12,"ToeUlcer"
38,10089,"LAME",351,2023-10-09,"ThinSole"
38,10090,"NO_LESION",206,2023-05-15,"Trim Only"
38,10090,"NO_LESION",276,2023-07-24,"Trim Only"
38,10096,"NO_LESION",274,2022-12-12,"Trim Only"
38,10096,"NO_LESION",87,2023-06-12,"Trim Only"
38,10096,"NO_LESION",199,2023-10-02,"Trim Only"
38,10097,"LAME",314,2022-10-10,"SoleUlcer"
38,10097,"LAME",96,2023-04-10,"ThinSole"
38,10097,"NO_LESION",194,2023-07-17,"Trim Only"
38,10111,"NO_LESION",308,2022-10-03,"Trim Only"
38,10111,"NO_LESION",103,2023-04-10,"Trim Only"
38,10111,"NO_LESION",201,2023-07-17,"Trim Only"
38,10111,"NO_LESION",292,2023-10-16,"Trim Only"
38,10113,"NO_LESION",333,2022-10-03,"Trim Only"
38,10113,"NO_LESION",103,2023-04-10,"Trim Only"
38,10113,"NO_LESION",201,2023-07-17,"Trim Only"
38,10113,"NO_LESION",278,2023-10-02,"Trim Only"
38,10114,"NO_LESION",304,2022-10-03,"Trim Only"
38,10114,"NO_LESION",93,2023-03-20,"Trim Only"
38,10114,"NO_LESION",201,2023-07-06,"Trim Only"
38,10114,"NO_LESION",275,2023-09-18,"Trim Only"
38,10116,"NO_LESION",364,2023-01-02,"Trim Only"
38,10116,"NO_LESION",87,2023-06-12,"Trim Only"
38,10116,"NO_LESION",199,2023-10-02,"Trim Only"
38,10128,"NO_LESION",283,2022-11-28,"Trim Only"
38,10128,"NO_LESION",107,2023-05-15,"Trim Only"
38,10131,"LAME",332,2022-10-10,"DigitalDermatitis"
38,10131,"LAME",93,2023-03-20,"DigitalDermatitis"
38,10134,"NO_LESION",278,2022-10-10,"Trim Only"
38,10134,"NO_LESION",89,2023-03-20,"Trim Only"
38,10134,"NO_LESION",197,2023-07-06,"Trim Only"
38,10134,"NO_LESION",271,2023-09-18,"Trim Only"
38,10137,"NO_LESION",286,2022-11-07,"Trim Only"
38,10137,"NO_LESION",202,2023-08-21,"Trim Only"
38,10137,"NO_LESION",272,2023-10-30,"Trim Only"
38,10148,"NO_LESION",401,2023-03-20,"Trim Only"
38,10155,"NO_LESION",284,2022-11-28,"Trim Only"
38,10155,"NO_LESION",110,2023-05-15,"Trim Only"
38,10155,"NO_LESION",208,2023-08-21,"Trim Only"
38,10160,"NO_LESION",282,2023-01-30,"Trim Only"
38,10160,"LAME",115,2023-08-14,"DigitalDermatitis"
38,10160,"LAME",157,2023-09-25,"DigitalDermatitis"
38,10161,"NO_LESION",110,2023-03-27,"Trim Only"
38,10161,"NO_LESION",194,2023-06-19,"Trim Only"
38,10161,"NO_LESION",306,2023-10-09,"Trim Only"
38,10162,"NO_LESION",270,2022-10-10,"Trim Only"
38,10162,"NO_LESION",106,2023-04-10,"Trim Only"
38,10162,"NO_LESION",204,2023-07-17,"Trim Only"
38,10162,"NO_LESION",295,2023-10-16,"Trim Only"
38,10163,"NO_LESION",276,2022-11-28,"Trim Only"
38,10163,"NO_LESION",115,2023-06-01,"Trim Only"
38,10163,"NO_LESION",196,2023-08-21,"Trim Only"
38,10164,"NO_LESION",101,2023-03-20,"Trim Only"
38,10164,"NO_LESION",209,2023-07-06,"Trim Only"
38,10164,"NO_LESION",276,2023-09-11,"Trim Only"
38,10166,"NO_LESION",279,2023-01-23,"Trim Only"
38,10166,"NO_LESION",103,2023-07-17,"Trim Only"
38,10167,"NO_LESION",394,2023-04-12,"Trim Only"
38,10167,"NO_LESION",106,2023-10-16,"Trim Only"
38,10168,"NO_LESION",286,2022-10-03,"Trim Only"
38,10168,"NO_LESION",101,2023-04-10,"Trim Only"
38,10168,"NO_LESION",199,2023-07-17,"Trim Only"
38,10168,"NO_LESION",276,2023-10-02,"Trim Only"
38,10178,"NO_LESION",293,2022-12-22,"Trim Only"
38,10178,"NO_LESION",94,2023-06-12,"Trim Only"
38,10178,"NO_LESION",206,2023-10-02,"Trim Only"
38,10179,"NO_LESION",298,2022-10-24,"Trim Only"
38,10179,"NO_LESION",109,2023-05-01,"Trim Only"
38,10179,"NO_LESION",207,2023-08-07,"Trim Only"
38,10179,"NO_LESION",291,2023-10-30,"Trim Only"
38,10180,"NO_LESION",340,2023-02-20,"Trim Only"
38,10183,"NO_LESION",294,2022-10-03,"Trim Only"
38,10183,"LAME",90,2023-03-20,"DigitalDermatitis"
38,10183,"NO_LESION",198,2023-07-06,"Trim Only"
38,10183,"NO_LESION",314,2023-10-30,"Trim Only"
38,10187,"NO_LESION",439,2023-02-20,"Trim Only"
38,10187,"NO_LESION",109,2023-08-14,"Trim Only"
38,10192,"NO_LESION",291,2022-10-31,"Trim Only"
38,10192,"NO_LESION",113,2023-05-15,"Trim Only"
38,10192,"NO_LESION",211,2023-08-21,"Trim Only"
38,10192,"NO_LESION",267,2023-10-16,"Trim Only"
38,10193,"NO_LESION",300,2022-10-24,"Trim Only"
38,10197,"NO_LESION",442,2023-06-19,"Trim Only"
38,10200,"NO_LESION",326,2022-12-22,"Trim Only"
38,10205,"NO_LESION",278,2022-10-10,"Trim Only"
38,10205,"NO_LESION",91,2023-03-20,"Trim Only"
38,10205,"NO_LESION",199,2023-07-06,"Trim Only"
38,10205,"NO_LESION",273,2023-09-18,"Trim Only"
38,10207,"LAME",284,2022-11-28,"DigitalDermatitis"
38,10207,"NO_LESION",113,2023-06-01,"Trim Only"
38,10207,"LAME",166,2023-07-24,"WhiteLineDisease"
38,10226,"NO_LESION",292,2023-03-06,"Trim Only"
38,10226,"NO_LESION",105,2023-08-21,"Trim Only"
38,10231,"NO_LESION",283,2022-12-22,"Trim Only"
38,10235,"NO_LESION",109,2023-08-14,"Trim Only"
38,10238,"NO_LESION",270,2022-10-24,"Trim Only"
38,10238,"NO_LESION",113,2023-05-01,"Trim Only"
38,10238,"NO_LESION",211,2023-08-07,"Trim Only"
38,10238,"NO_LESION",267,2023-10-02,"Trim Only"
38,10240,"LAME",135,2022-10-10,"Hemorrhage"
38,10240,"NO_LESION",296,2023-03-20,"Trim Only"
38,10240,"NO_LESION",101,2023-09-11,"Trim Only"
38,10242,"NO_LESION",260,2023-01-02,"Trim Only"
38,10242,"NO_LESION",100,2023-07-06,"Trim Only"
38,10242,"NO_LESION",202,2023-10-16,"Trim Only"
38,10243,"NO_LESION",318,2023-01-30,"Trim Only"
38,10243,"NO_LESION",115,2023-08-14,"Trim Only"
38,10244,"NO_LESION",273,2022-10-24,"Trim Only"
38,10244,"NO_LESION",98,2023-04-10,"Trim Only"
38,10244,"NO_LESION",196,2023-07-17,"Trim Only"
38,10252,"LAME",321,2023-02-13,"DigitalDermatitis"
38,10252,"NO_LESION",111,2023-08-14,"Trim Only"
38,10253,"NO_LESION",266,2023-01-30,"Trim Only"
38,10254,"NO_LESION",264,2023-01-23,"Trim Only"
38,10255,"NO_LESION",283,2022-12-22,"Trim Only"
38,10255,"NO_LESION",97,2023-06-05,"Trim Only"
38,10255,"NO_LESION",209,2023-09-25,"Trim Only"
38,10259,"NO_LESION",309,2022-12-22,"Trim Only"
38,10259,"NO_LESION",99,2023-06-05,"Trim Only"
38,10259,"NO_LESION",204,2023-09-18,"Trim Only"
38,10261,"NO_LESION",285,2022-10-24,"Trim Only"
38,10261,"NO_LESION",100,2023-05-01,"Trim Only"
38,10261,"NO_LESION",212,2023-08-21,"Trim Only"
38,10262,"NO_LESION",125,2022-12-12,"Trim Only"
38,10264,"NO_LESION",356,2023-03-27,"Trim Only"
38,10264,"NO_LESION",100,2023-09-18,"Trim Only"
38,10266,"NO_LESION",136,2022-10-10,"Trim Only"
38,10277,"LAME",320,2023-03-27,"ToeUlcer"
38,10277,"LAME",102,2023-09-18,"WhiteLineDisease"
38,10282,"NO_LESION",271,2022-10-03,"Trim Only"
38,10282,"NO_LESION",104,2023-04-10,"Trim Only"
38,10282,"NO_LESION",293,2023-10-16,"Trim Only"
38,10283,"NO_LESION",127,2022-12-22,"Trim Only"
38,10283,"NO_LESION",194,2023-02-27,"Trim Only"
38,10283,"NO_LESION",278,2023-05-22,"Trim Only"
38,10286,"NO_LESION",264,2022-12-12,"Trim Only"
38,10286,"NO_LESION",105,2023-05-08,"Trim Only"
38,10286,"NO_LESION",210,2023-08-21,"Trim Only"
38,10286,"NO_LESION",266,2023-10-16,"Trim Only"
38,10288,"NO_LESION",123,2022-10-03,"Trim Only"
38,10288,"NO_LESION",347,2023-05-15,"Trim Only"
38,10288,"NO_LESION",102,2023-10-30,"Trim Only"
38,10290,"NO_LESION",299,2023-01-30,"Trim Only"
38,10292,"NO_LESION",122,2022-10-24,"Trim Only"
38,10294,"NO_LESION",260,2022-10-24,"Trim Only"
38,10294,"NO_LESION",205,2023-08-21,"Trim Only"
38,10296,"LAME",123,2022-11-28,"DigitalDermatitis"
38,10296,"NO_LESION",207,2023-02-20,"Trim Only"
38,10299,"NO_LESION",259,2022-10-24,"Trim Only"
38,10299,"NO_LESION",105,2023-05-08,"Trim Only"
38,10299,"NO_LESION",210,2023-08-21,"Trim Only"
38,10302,"NO_LESION",298,2023-03-06,"Trim Only"
38,10303,"NO_LESION",309,2023-03-06,"Trim Only"
38,10303,"NO_LESION",94,2023-08-21,"Trim Only"
38,10305,"NO_LESION",120,2022-11-28,"Trim Only"
38,10305,"NO_LESION",204,2023-02-20,"Trim Only"
38,10305,"NO_LESION",267,2023-04-24,"Trim Only"
38,10305,"NO_LESION",102,2023-10-23,"Trim Only"
38,10307,"NO_LESION",271,2023-01-23,"Trim Only"
38,10307,"NO_LESION",102,2023-07-17,"Trim Only"
38,10307,"NO_LESION",193,2023-10-16,"Trim Only"
38,10314,"NO_LESION",276,2022-12-22,"Trim Only"
38,10316,"NO_LESION",118,2022-11-07,"Trim Only"
38,10316,"NO_LESION",377,2023-07-24,"Trim Only"
38,10320,"NO_LESION",328,2023-01-17,"Trim Only"
38,10320,"NO_LESION",108,2023-07-06,"Trim Only"
38,10320,"NO_LESION",196,2023-10-02,"Trim Only"
38,10323,"NO_LESION",210,2023-05-22,"Trim Only"
38,10323,"NO_LESION",287,2023-08-07,"Trim Only"
38,10324,"NO_LESION",266,2023-02-13,"Trim Only"
38,10324,"NO_LESION",118,2023-08-28,"Trim Only"
38,10330,"NO_LESION",132,2022-10-10,"Trim Only"
38,10330,"NO_LESION",366,2023-06-01,"Trim Only"
38,10338,"NO_LESION",121,2022-11-07,"Trim Only"
38,10338,"NO_LESION",334,2023-06-08,"Trim Only"
38,10344,"LAME",109,2022-11-21,"DigitalDermatitis"
38,10344,"LAME",193,2023-02-13,"DigitalDermatitis"
38,10344,"NO_LESION",277,2023-05-08,"Trim Only"
38,10344,"LAME",98,2023-10-30,"DigitalDermatitis"
38,10347,"NO_LESION",262,2022-12-12,"Trim Only"
38,10347,"NO_LESION",283,2023-01-02,"Trim Only"
38,10348,"NO_LESION",280,2023-01-02,"Trim Only"
38,10348,"NO_LESION",103,2023-07-06,"Trim Only"
38,10348,"NO_LESION",205,2023-10-16,"Trim Only"
38,10351,"NO_LESION",268,2023-01-23,"Trim Only"
38,10357,"NO_LESION",130,2022-10-10,"Trim Only"
38,10357,"NO_LESION",277,2023-03-06,"Trim Only"
38,10358,"LAME",286,2023-01-23,"ThinSole"
38,10361,"NO_LESION",117,2022-10-03,"Trim Only"
38,10361,"NO_LESION",264,2023-02-27,"Trim Only"
38,10361,"NO_LESION",97,2023-08-21,"Trim Only"
38,10366,"NO_LESION",307,2023-03-20,"Trim Only"
38,10366,"NO_LESION",94,2023-09-18,"Trim Only"
38,10379,"NO_LESION",281,2023-01-30,"Trim Only"
38,10379,"NO_LESION",97,2023-07-17,"Trim Only"
38,10379,"NO_LESION",202,2023-10-30,"Trim Only"
38,10380,"NO_LESION",126,2022-10-31,"Trim Only"
38,10380,"NO_LESION",308,2023-05-01,"Trim Only"
38,10380,"NO_LESION",441,2023-09-11,"Trim Only"
38,10381,"NO_LESION",109,2022-10-03,"Trim Only"
38,10381,"NO_LESION",284,2023-03-27,"Trim Only"
38,10386,"LAME",133,2022-10-10,"DigitalDermatitis"
38,10386,"NO_LESION",294,2023-03-20,"Trim Only"
38,10387,"NO_LESION",285,2023-01-17,"Trim Only"
38,10387,"NO_LESION",104,2023-07-06,"Trim Only"
38,10387,"NO_LESION",206,2023-10-16,"Trim Only"
38,10388,"NO_LESION",292,2023-03-06,"Trim Only"
38,10388,"LAME",13,2023-06-12,"FootRot"
38,10390,"NO_LESION",136,2022-11-28,"Trim Only"
38,10390,"NO_LESION",374,2023-07-24,"Trim Only"
38,10392,"NO_LESION",120,2022-10-03,"Trim Only"
38,10392,"NO_LESION",267,2023-02-27,"Trim Only"
38,10393,"NO_LESION",268,2023-01-02,"Trim Only"
38,10393,"NO_LESION",86,2023-06-12,"Trim Only"
38,10393,"NO_LESION",198,2023-10-02,"Trim Only"
38,10395,"NO_LESION",123,2022-10-31,"Trim Only"
38,10395,"NO_LESION",305,2023-05-01,"Trim Only"
38,10395,"NO_LESION",105,2023-10-16,"Trim Only"
38,10400,"NO_LESION",111,2022-11-21,"Trim Only"
38,10400,"NO_LESION",195,2023-02-13,"Trim Only"
38,10400,"NO_LESION",279,2023-05-08,"Trim Only"
38,10400,"NO_LESION",103,2023-10-30,"Trim Only"
38,10401,"NO_LESION",382,2023-05-08,"Trim Only"
38,10401,"NO_LESION",97,2023-10-30,"Trim Only"
38,10405,"NO_LESION",265,2023-01-02,"Trim Only"
38,10405,"NO_LESION",111,2023-07-24,"Trim Only"
38,10405,"NO_LESION",202,2023-10-23,"Trim Only"
38,10407,"NO_LESION",266,2023-01-02,"Trim Only"
38,10407,"NO_LESION",86,2023-06-12,"Trim Only"
38,10407,"NO_LESION",198,2023-10-02,"Trim Only"
38,10408,"NO_LESION",276,2023-01-23,"Trim Only"
38,10408,"NO_LESION",112,2023-08-14,"Trim Only"
38,10411,"NO_LESION",272,2023-02-13,"Trim Only"
38,10411,"LAME",110,2023-08-21,"WhiteLineDisease"
38,10413,"NO_LESION",119,2022-11-28,"Trim Only"
38,10413,"NO_LESION",203,2023-02-20,"Trim Only"
38,10413,"NO_LESION",266,2023-04-24,"Trim Only"
38,10413,"NO_LESION",103,2023-10-30,"Trim Only"
38,10416,"NO_LESION",275,2023-02-13,"Trim Only"
38,10416,"NO_LESION",115,2023-08-14,"Trim Only"
38,10419,"NO_LESION",118,2022-10-03,"Trim Only"
38,10419,"NO_LESION",265,2023-02-27,"Trim Only"
38,10419,"NO_LESION",93,2023-08-21,"Trim Only"
38,10426,"NO_LESION",134,2023-01-17,"Trim Only"
38,10426,"NO_LESION",203,2023-03-27,"Trim Only"
38,10426,"NO_LESION",322,2023-07-24,"Trim Only"
38,10428,"NO_LESION",128,2022-11-21,"Trim Only"
38,10428,"NO_LESION",320,2023-06-01,"Trim Only"
38,10430,"NO_LESION",111,2023-01-23,"Trim Only"
38,10430,"NO_LESION",209,2023-05-01,"Trim Only"
38,10430,"NO_LESION",275,2023-07-06,"Trim Only"
38,10434,"NO_LESION",440,2022-11-07,"Trim Only"
38,10434,"NO_LESION",129,2023-04-24,"Trim Only"
38,10434,"NO_LESION",206,2023-07-10,"Trim Only"
38,10434,"NO_LESION",283,2023-09-25,"Trim Only"
38,10435,"NO_LESION",135,2023-01-17,"Trim Only"
38,10435,"NO_LESION",204,2023-03-27,"Trim Only"
38,10435,"NO_LESION",277,2023-06-08,"Trim Only"
38,10438,"NO_LESION",116,2022-10-03,"Trim Only"
38,10438,"NO_LESION",263,2023-02-27,"Trim Only"
38,10438,"LAME",110,2023-09-11,"DigitalDermatitis"
38,10439,"LAME",42,2022-12-12,"ThinSole"
38,10439,"LAME",91,2023-01-30,"ToeUlcer"
38,10439,"LAME",213,2023-06-01,"SoleUlcer"
38,10439,"LAME",259,2023-07-17,"ThinSole"
38,10443,"NO_LESION",417,2022-12-22,"Trim Only"
38,10443,"NO_LESION",94,2023-06-12,"Trim Only"
38,10443,"NO_LESION",129,2023-07-17,"Trim Only"
38,10443,"LAME",206,2023-10-02,"Other"
38,10444,"NO_LESION",211,2023-03-27,"Trim Only"
38,10444,"NO_LESION",267,2023-05-22,"Trim Only"
38,10448,"NO_LESION",129,2023-01-30,"Trim Only"
38,10448,"LAME",201,2023-04-12,"WhiteLineDisease"
38,10448,"LAME",304,2023-07-24,"WhiteLineDisease"
38,10449,"NO_LESION",210,2023-05-15,"Trim Only"
38,10449,"NO_LESION",325,2023-09-07,"Trim Only"
38,10450,"NO_LESION",89,2023-02-27,"Trim Only"
38,10451,"NO_LESION",322,2023-03-27,"Trim Only"
38,10451,"LAME",98,2023-09-18,"ThinSole"
38,10453,"NO_LESION",124,2022-11-28,"Trim Only"
38,10453,"NO_LESION",208,2023-02-20,"Trim Only"
38,10453,"NO_LESION",316,2023-06-08,"Trim Only"
38,10454,"NO_LESION",110,2023-03-27,"Trim Only"
38,10454,"NO_LESION",194,2023-06-19,"Trim Only"
38,10455,"NO_LESION",112,2022-10-03,"Trim Only"
38,10455,"LAME",259,2023-02-27,"SoleUlcer"
38,10455,"NO_LESION",106,2023-09-11,"Trim Only"
38,10456,"NO_LESION",109,2022-10-03,"Trim Only"
38,10456,"NO_LESION",368,2023-06-19,"Trim Only"
38,10458,"NO_LESION",128,2023-01-30,"Trim Only"
38,10458,"NO_LESION",200,2023-04-12,"Trim Only"
38,10458,"NO_LESION",324,2023-08-14,"Trim Only"
38,10461,"NO_LESION",120,2022-10-03,"Trim Only"
38,10461,"NO_LESION",267,2023-02-27,"Trim Only"
38,10461,"NO_LESION",119,2023-08-28,"Trim Only"
38,10462,"NO_LESION",127,2022-10-24,"Trim Only"
38,10462,"NO_LESION",281,2023-03-27,"Trim Only"
38,10464,"NO_LESION",117,2022-10-03,"Trim Only"
38,10464,"NO_LESION",264,2023-02-27,"Trim Only"
38,10464,"NO_LESION",110,2023-09-11,"Trim Only"
38,10465,"LAME",129,2023-01-30,"ToeUlcer"
38,10466,"NO_LESION",255,2023-01-23,"Trim Only"
38,10479,"NO_LESION",278,2023-02-27,"Trim Only"
38,10479,"NO_LESION",105,2023-08-21,"Trim Only"
38,10483,"NO_LESION",138,2023-01-17,"Trim Only"
38,10483,"NO_LESION",207,2023-03-27,"Trim Only"
38,10483,"NO_LESION",291,2023-06-19,"Trim Only"
38,10485,"NO_LESION",112,2023-03-27,"Trim Only"
38,10485,"NO_LESION",196,2023-06-19,"Trim Only"
38,10498,"NO_LESION",124,2022-10-31,"Trim Only"
38,10498,"NO_LESION",264,2023-03-20,"Trim Only"
38,10498,"NO_LESION",96,2023-09-18,"Trim Only"
38,10503,"NO_LESION",126,2022-10-31,"Trim Only"
38,10503,"NO_LESION",308,2023-05-01,"Trim Only"
38,10508,"NO_LESION",109,2023-01-23,"Trim Only"
38,10508,"NO_LESION",207,2023-05-01,"Trim Only"
38,10509,"NO_LESION",200,2023-05-08,"Trim Only"
38,10509,"NO_LESION",270,2023-07-17,"Trim Only"
38,10510,"NO_LESION",101,2023-02-13,"Trim Only"
38,10510,"NO_LESION",209,2023-06-01,"Trim Only"
38,10510,"NO_LESION",276,2023-08-07,"Trim Only"
38,10510,"NO_LESION",13,2023-10-30,"Trim Only"
38,10511,"NO_LESION",128,2022-10-24,"Trim Only"
38,10513,"LAME",121,2022-11-07,"WhiteLineDisease"
38,10516,"NO_LESION",121,2022-11-07,"Trim Only"
38,10516,"NO_LESION",380,2023-07-24,"Trim Only"
38,10520,"LAME",139,2023-01-17,"DigitalDermatitis"
38,10520,"NO_LESION",208,2023-03-27,"Trim Only"
38,10526,"NO_LESION",124,2023-01-17,"Trim Only"
38,10526,"NO_LESION",193,2023-03-27,"Trim Only"
38,10526,"NO_LESION",277,2023-06-19,"Trim Only"
38,10527,"NO_LESION",97,2023-03-06,"Trim Only"
38,10527,"NO_LESION",195,2023-06-12,"Trim Only"
38,10527,"NO_LESION",307,2023-10-02,"Trim Only"
38,10529,"NO_LESION",139,2023-01-17,"Trim Only"
38,10529,"NO_LESION",208,2023-03-27,"Trim Only"
38,10529,"NO_LESION",292,2023-06-19,"Trim Only"
38,10533,"NO_LESION",312,2022-10-24,"Trim Only"
38,10538,"NO_LESION",121,2022-11-28,"Trim Only"
38,10538,"NO_LESION",205,2023-02-20,"Trim Only"
38,10538,"LAME",268,2023-04-24,"DigitalDermatitis"
38,10541,"NO_LESION",344,2022-10-03,"Trim Only"
38,10541,"NO_LESION",106,2023-03-27,"Trim Only"
38,10541,"NO_LESION",211,2023-07-10,"Trim Only"
38,10542,"LAME",60,2023-01-17,"Hemorrhage"
38,10543,"NO_LESION",105,2023-02-20,"Trim Only"
38,10543,"NO_LESION",196,2023-05-22,"Trim Only"
38,10549,"NO_LESION",114,2022-10-24,"Trim Only"
38,10549,"NO_LESION",352,2023-06-19,"Trim Only"
38,10549,"NO_LESION",60,2023-10-30,"Trim Only"
38,10550,"NO_LESION",210,2023-05-15,"Trim Only"
38,10550,"NO_LESION",315,2023-08-28,"Trim Only"
38,10553,"NO_LESION",118,2022-11-07,"Trim Only"
38,10553,"NO_LESION",342,2023-06-19,"Trim Only"
38,10554,"NO_LESION",128,2022-12-22,"Trim Only"
38,10554,"NO_LESION",279,2023-05-22,"Trim Only"
38,10554,"NO_LESION",93,2023-10-30,"Trim Only"
38,10555,"NO_LESION",122,2023-01-30,"Trim Only"
38,10555,"NO_LESION",206,2023-04-24,"Trim Only"
38,10556,"NO_LESION",136,2022-11-28,"Trim Only"
38,10558,"NO_LESION",133,2023-01-17,"Trim Only"
38,10558,"NO_LESION",202,2023-03-27,"Trim Only"
38,10558,"NO_LESION",307,2023-07-10,"Trim Only"
38,10558,"NO_LESION",426,2023-11-06,"Trim Only"
38,10559,"NO_LESION",118,2022-11-07,"Trim Only"
38,10559,"NO_LESION",307,2023-05-15,"Trim Only"
38,10560,"NO_LESION",119,2022-12-22,"Trim Only"
38,10560,"NO_LESION",186,2023-02-27,"Trim Only"
38,10560,"NO_LESION",270,2023-05-22,"Trim Only"
38,10561,"LAME",126,2022-10-31,"DigitalDermatitis"
38,10561,"LAME",339,2023-06-01,"Other"
38,10562,"NO_LESION",136,2022-11-28,"Trim Only"
38,10562,"NO_LESION",283,2023-04-24,"Trim Only"
38,10562,"NO_LESION",97,2023-10-30,"Trim Only"
38,10563,"NO_LESION",125,2022-10-24,"Trim Only"
38,10563,"NO_LESION",295,2023-04-12,"Trim Only"
38,10563,"LAME",93,2023-10-02,"SoleUlcer"
38,10564,"NO_LESION",122,2022-11-07,"Trim Only"
38,10566,"LAME",193,2023-04-24,"DigitalDermatitis"
38,10566,"LAME",361,2023-10-09,"DigitalDermatitis"
38,10567,"LAME",119,2022-11-07,"ToeUlcer"
38,10567,"NO_LESION",308,2023-05-15,"Trim Only"
38,10571,"NO_LESION",123,2022-11-21,"Trim Only"
38,10571,"NO_LESION",284,2023-05-01,"Trim Only"
38,10571,"NO_LESION",105,2023-10-16,"Trim Only"
38,10576,"NO_LESION",193,2023-05-08,"Trim Only"
38,10576,"NO_LESION",284,2023-08-07,"Trim Only"
38,10577,"NO_LESION",120,2022-11-28,"Trim Only"
38,10577,"NO_LESION",204,2023-02-20,"Trim Only"
38,10577,"NO_LESION",267,2023-04-24,"Trim Only"
38,10580,"NO_LESION",134,2023-01-17,"Trim Only"
38,10580,"NO_LESION",203,2023-03-27,"Trim Only"
38,10580,"NO_LESION",357,2023-08-28,"Trim Only"
38,10582,"LAME",126,2022-11-28,"DigitalDermatitis"
38,10582,"NO_LESION",210,2023-02-20,"Trim Only"
38,10582,"NO_LESION",318,2023-06-08,"Trim Only"
38,10586,"NO_LESION",125,2022-11-28,"Trim Only"
38,10586,"NO_LESION",209,2023-02-20,"Trim Only"
38,10586,"NO_LESION",300,2023-05-22,"Trim Only"
38,10586,"NO_LESION",398,2023-08-28,"Trim Only"
38,10587,"NO_LESION",119,2022-11-28,"Trim Only"
38,10587,"NO_LESION",203,2023-02-20,"Trim Only"
38,10587,"NO_LESION",311,2023-06-08,"Trim Only"
38,10587,"LAME",29,2023-09-25,"WhiteLineDisease"
38,10588,"NO_LESION",136,2022-11-28,"Trim Only"
38,10588,"NO_LESION",271,2023-04-12,"Trim Only"
38,10588,"NO_LESION",106,2023-10-09,"Trim Only"
38,10589,"NO_LESION",110,2023-01-23,"Trim Only"
38,10589,"NO_LESION",208,2023-05-01,"Trim Only"
38,10589,"NO_LESION",306,2023-08-07,"Trim Only"
38,10589,"NO_LESION",390,2023-10-30,"Trim Only"
38,10590,"NO_LESION",116,2022-11-07,"Trim Only"
38,10590,"NO_LESION",305,2023-05-15,"Trim Only"
38,10590,"NO_LESION",438,2023-09-25,"Trim Only"
38,10592,"NO_LESION",127,2022-11-28,"Trim Only"
38,10592,"NO_LESION",211,2023-02-20,"Trim Only"
38,10592,"NO_LESION",319,2023-06-08,"Trim Only"
38,10594,"NO_LESION",123,2022-12-22,"Trim Only"
