"Farm","cowid","Leave_Date"
409,14761,2023-06-04
409,14837,2023-03-31
409,14839,2022-11-16
409,14943,2022-12-27
409,14969,2023-01-15
409,14980,2022-10-26
409,14988,2022-11-16
409,15347,2022-12-07
409,15363,2023-09-15
409,15364,2023-01-22
409,15436,2023-11-03
409,15447,2023-08-25
409,15456,2023-08-06
409,15581,2023-06-09
409,15687,2023-06-04
409,15721,2023-01-23
409,15749,2022-10-14
409,15765,2023-11-05
409,15771,2023-05-21
409,15793,2023-04-09
409,15865,2023-01-15
409,15886,2023-04-09
409,15892,2023-09-13
409,15936,2023-02-05
409,16008,2023-01-22
409,16020,2023-06-01
409,16155,2023-02-08
409,16161,2023-10-16
409,16196,2023-03-05
409,16228,2022-11-28
409,16616,2023-03-05
409,16653,2023-02-18
409,16673,2023-05-24
409,16684,2023-04-16
409,16707,2023-02-06
409,16708,2022-10-21
409,16737,2023-06-14
409,16739,2023-09-08
409,16742,2023-08-20
409,16753,2023-01-15
409,16756,2023-02-05
409,16767,2022-10-12
409,16778,2023-04-14
409,16808,2023-07-09
409,16854,2023-02-18
409,16906,2023-04-07
409,16963,2022-11-14
409,16980,2023-05-03
409,16997,2022-10-05
409,17017,2023-08-20
409,17035,2023-11-05
409,17041,2023-06-05
409,17190,2022-11-22
409,17352,2023-02-17
409,17403,2023-07-17
409,17411,2023-06-04
409,17551,2023-10-19
409,19103,2023-11-05
409,19202,2023-06-09
409,19575,2023-08-02
409,19619,2023-08-23
409,19699,2023-04-19
409,19768,2023-02-05
409,19777,2023-02-23
409,19952,2023-07-16
409,19984,2023-10-18
409,20024,2023-06-04
409,20048,2023-09-05
409,20062,2023-04-09
409,20072,2023-08-20
409,20088,2023-08-27
409,20097,2023-01-23
409,20101,2023-02-05
409,20132,2023-06-21
409,20143,2023-02-14
409,20147,2023-01-09
409,20217,2023-04-12
409,20501,2022-12-19
409,20503,2023-03-13
409,20521,2023-02-15
409,20779,2022-12-05
409,20916,2023-04-09
409,20942,2022-11-18
409,21004,2023-04-02
409,21070,2023-05-03
409,21094,2023-09-08
409,21123,2023-06-18
409,21133,2023-07-16
409,21149,2023-04-21
409,21173,2023-04-09
409,21253,2023-05-29
409,21264,2023-03-05
409,21282,2023-02-24
409,21304,2023-07-24
409,21318,2023-07-09
409,21340,2023-10-07
409,21384,2023-07-13
409,21399,2023-06-16
409,21442,2023-07-09
409,21469,2023-05-03
409,21470,2023-09-13
409,21472,2022-11-01
409,21474,2023-07-26
409,21494,2023-04-26
409,21495,2023-03-09
409,21515,2022-12-14
409,21529,2023-09-08
409,21532,2022-11-16
409,21537,2023-05-22
409,21538,2023-07-16
409,21556,2022-11-09
409,21557,2023-07-14
409,21567,2023-11-05
409,21571,2023-04-16
409,21575,2023-03-01
409,21580,2023-01-09
409,21581,2023-03-05
409,21588,2022-12-21
409,21589,2023-03-09
409,21603,2023-02-21
409,21614,2022-10-05
409,21638,2022-12-05
409,21649,2023-04-26
409,21650,2023-04-03
409,21682,2023-06-28
409,21734,2023-10-30
409,21819,2023-04-26
409,22078,2023-08-20
409,22167,2023-03-17
409,22421,2023-01-27
409,23614,2023-01-23
409,23754,2022-11-11
409,23949,2023-02-10
409,24285,2023-02-20
409,24354,2023-01-13
409,24464,2023-01-13
409,24540,2023-06-30
409,24619,2023-08-16
409,24833,2023-04-28
409,25170,2023-03-08
409,25171,2023-08-06
409,25275,2023-08-23
409,25546,2023-05-17
409,25567,2023-02-17
409,25796,2023-11-05
409,26122,2023-05-21
409,26188,2022-11-11
409,26377,2023-06-04
409,26378,2023-08-27
409,26381,2023-10-22
409,26382,2022-10-07
409,26385,2023-02-08
409,26390,2022-12-07
409,26401,2023-01-05
409,26407,2023-08-06
409,26408,2023-04-09
409,26412,2022-12-27
409,26413,2023-03-15
409,26415,2023-06-18
409,26416,2023-04-02
409,26425,2023-01-02
409,26430,2023-10-09
409,26448,2023-04-09
409,26455,2023-10-18
409,28197,2023-03-09
409,28203,2023-01-27
409,28206,2023-05-03
409,28230,2023-02-05
409,28601,2023-01-23
409,28612,2023-01-13
409,28625,2023-04-09
409,28652,2023-01-13
409,28701,2022-10-19
409,28717,2023-08-20
409,29134,2022-12-27
409,29142,2022-10-31
409,29174,2023-04-02
409,29199,2023-06-30
409,29224,2022-10-12
409,29304,2023-09-17
409,29307,2023-04-16
409,29308,2023-05-12
409,29318,2023-05-20
409,29334,2023-01-02
409,29357,2022-11-16
409,29422,2023-03-09
409,29434,2023-04-24
409,29444,2023-08-16
409,29457,2022-10-31
409,29491,2023-03-08
409,29513,2023-08-25
409,29526,2023-08-27
409,29531,2023-01-15
409,29549,2023-06-16
409,29559,2023-04-09
409,29648,2022-12-27
409,29653,2023-11-03
409,29697,2023-08-06
409,29732,2023-07-09
409,29808,2023-08-23
409,29809,2022-12-07
409,29813,2023-03-15
409,29816,2023-01-27
409,29827,2022-11-16
409,29828,2023-03-17
409,29833,2023-02-05
409,29839,2023-02-05
409,30427,2023-04-16
409,30468,2023-05-03
409,31364,2023-07-16
409,33750,2022-12-16
409,34304,2023-04-03
409,34400,2023-11-01
409,34461,2022-12-02
409,34469,2023-02-07
409,34831,2022-12-27
409,34898,2022-11-16
409,34961,2023-01-22
409,35240,2022-10-19
409,35336,2022-12-19
409,35345,2023-10-27
409,35369,2023-07-05
409,35516,2022-12-23
409,35652,2023-10-11
409,35714,2023-01-06
409,35756,2023-10-18
409,35800,2022-10-06
409,35824,2023-01-16
409,35904,2023-07-19
409,36090,2023-02-10
409,36172,2023-01-15
409,36325,2022-12-14
409,36404,2023-06-18
409,37110,2023-07-16
409,37301,2022-10-07
409,37602,2023-01-22
409,38241,2023-04-17
409,38431,2022-12-27
409,38479,2023-03-05
409,38616,2023-02-06
409,38945,2022-11-14
409,39156,2023-02-20
409,39239,2023-03-09
409,39699,2022-11-16
409,39815,2023-02-20
409,39838,2022-10-21
409,39841,2023-08-27
409,39887,2023-04-02
409,39996,2023-01-15
409,40011,2023-01-22
409,40021,2023-07-05
409,40064,2023-03-16
409,40153,2023-08-06
409,40282,2022-12-16
409,40298,2023-02-26
409,40308,2023-02-24
409,40455,2023-11-05
409,40480,2023-07-16
409,40481,2023-02-05
409,40500,2023-08-27
409,40541,2023-04-02
409,40647,2023-11-05
409,40698,2022-12-07
409,40721,2022-12-09
409,40794,2023-01-15
409,40897,2023-01-11
409,40950,2023-01-20
409,41112,2023-07-09
409,41113,2023-10-11
409,41130,2023-02-13
409,41175,2023-05-21
409,41192,2023-08-28
409,41197,2023-06-04
409,41303,2023-06-16
409,41491,2022-11-25
409,41505,2023-03-15
409,41608,2022-12-27
409,41654,2023-09-01
409,41805,2022-10-07
409,41857,2023-05-04
409,42126,2023-06-18
409,42202,2023-09-29
409,42576,2023-05-08
409,42625,2022-11-28
409,42938,2022-10-17
409,44105,2023-05-21
409,44370,2023-07-19
409,44459,2023-03-03
409,45793,2023-08-20
409,45830,2023-01-15
409,46538,2023-11-03
409,46637,2023-10-13
409,46710,2023-08-20
409,46723,2023-10-13
409,46728,2023-10-13
409,46755,2023-10-20
409,46767,2023-10-13
409,46774,2023-08-30
409,47940,2023-08-06
409,48039,2023-04-02
409,48071,2023-11-03
409,48246,2023-03-05
409,48292,2023-07-16
409,48331,2023-04-02
409,48400,2023-04-23
409,48697,2023-03-29
409,48818,2022-10-04
409,49060,2023-07-05
409,49079,2023-03-10
409,49128,2022-10-13
409,49170,2023-08-06
409,49219,2023-02-05
409,49247,2023-04-16
409,49251,2023-03-09
409,49275,2023-11-01
409,49431,2023-01-13
409,49480,2023-11-05
409,49569,2023-07-09
409,49598,2023-11-05
409,49632,2023-02-26
409,49738,2023-02-26
409,49861,2023-04-23
409,49891,2023-03-05
409,49893,2022-12-27
409,50047,2023-04-23
409,50092,2023-06-18
409,50156,2023-08-20
409,50727,2022-10-24
409,51082,2023-04-12
409,51129,2023-05-08
409,51253,2023-03-09
409,51436,2023-03-20
409,51639,2023-10-11
409,51907,2023-05-21
409,52158,2022-10-06
409,52668,2023-08-11
409,52963,2023-08-06
409,53797,2023-01-15
409,54230,2022-11-16
409,54842,2023-01-15
409,54861,2023-06-18
409,54866,2022-11-09
409,54908,2023-03-11
409,54917,2023-01-16
409,54940,2023-05-12
409,54955,2022-10-12
409,54972,2023-02-13
409,54987,2022-11-23
409,55001,2023-05-15
409,55030,2023-03-26
409,55033,2022-12-07
409,55036,2023-07-09
409,55040,2023-04-23
409,55061,2023-11-08
409,55089,2023-09-01
409,55092,2023-04-09
409,55122,2022-12-27
409,55241,2023-03-15
409,55273,2023-01-15
409,55279,2023-04-10
409,55281,2023-04-14
409,55304,2023-08-07
409,55486,2023-01-15
409,55507,2023-02-15
409,55615,2023-07-17
409,55629,2023-09-19
409,55669,2023-01-11
409,55721,2023-03-20
409,55723,2023-04-02
409,55769,2023-10-13
409,55804,2022-12-27
409,55940,2022-10-03
409,56154,2022-12-30
409,56182,2023-04-02
409,56397,2023-05-21
409,56418,2023-01-22
409,56454,2023-04-03
409,56464,2023-03-05
409,56482,2023-03-09
409,56577,2023-08-27
409,56648,2023-06-14
409,56719,2023-04-21
409,56788,2022-10-03
409,56796,2022-11-21
409,56804,2023-08-02
409,56837,2022-12-23
409,56874,2023-06-26
409,56890,2023-11-05
409,56964,2022-12-27
409,56981,2022-10-21
409,57022,2023-04-07
409,57049,2022-10-06
409,57232,2023-03-29
409,57241,2022-10-17
409,57249,2023-07-07
409,57255,2022-10-12
409,57351,2023-07-07
409,57354,2023-10-22
409,57377,2023-10-16
409,57447,2023-06-04
409,57458,2023-11-05
409,57492,2022-10-06
409,57501,2022-10-12
409,57508,2022-11-16
409,57537,2023-07-19
409,57577,2023-10-09
409,57810,2022-11-16
409,57815,2022-10-06
409,58053,2023-01-15
409,58170,2023-02-08
409,58179,2023-09-18
409,58259,2022-10-06
409,58283,2023-04-16
409,58290,2023-03-09
409,58365,2023-05-29
409,58468,2023-01-11
409,58472,2023-08-06
409,58550,2023-03-05
409,58558,2023-07-16
409,58661,2022-10-14
409,58682,2023-05-21
409,58692,2023-03-09
409,58724,2022-11-30
409,58851,2023-03-27
409,58853,2023-06-09
409,58863,2022-11-16
409,58941,2023-05-21
409,58994,2023-07-06
409,59003,2023-06-25
409,59005,2022-10-10
409,59007,2023-04-03
409,59008,2023-01-22
409,59014,2023-10-25
409,59041,2023-10-22
409,59042,2022-11-23
409,59047,2023-08-30
409,59049,2023-03-03
409,59056,2023-06-25
409,59057,2023-08-21
409,59077,2023-01-20
409,59081,2023-05-21
409,59084,2023-03-01
409,59088,2023-08-02
409,59110,2023-04-16
409,59114,2023-03-09
409,59117,2022-10-14
409,59136,2022-11-16
409,59215,2022-12-27
409,59223,2023-10-04
409,59229,2023-03-05
409,59230,2022-11-28
409,59233,2023-05-17
409,59269,2023-08-30
409,59301,2023-11-01
409,59313,2023-08-16
409,59504,2023-09-15
409,59527,2022-10-24
409,59716,2023-02-26
409,59737,2023-10-07
409,59759,2023-05-29
409,59772,2023-01-25
409,59791,2023-03-06
409,59868,2023-08-27
409,59882,2023-05-29
409,59885,2022-10-06
409,59909,2023-05-05
409,59917,2023-04-02
409,59922,2023-06-04
409,59924,2023-06-04
409,59961,2023-03-05
409,59967,2023-06-04
409,60014,2023-06-04
409,60021,2023-05-29
409,60033,2023-07-12
409,60103,2022-10-06
409,60119,2023-07-07
409,60120,2022-10-06
409,60129,2022-11-03
409,60131,2023-01-23
409,60162,2023-09-26
409,60177,2022-10-14
409,60180,2022-12-27
409,60355,2023-08-30
409,60361,2023-09-01
409,60363,2023-08-27
409,60366,2023-05-21
409,60369,2023-06-25
409,60390,2023-10-18
409,60393,2023-04-02
409,60394,2023-03-29
409,60397,2023-09-18
409,60441,2023-10-22
409,60449,2023-06-16
409,60516,2023-05-21
409,60573,2023-05-21
409,60723,2023-05-29
409,60752,2022-10-24
409,60758,2023-09-05
409,60846,2022-12-27
409,61018,2022-12-16
409,61210,2023-06-25
409,61213,2023-04-17
409,61215,2023-08-28
409,61226,2023-01-18
409,61417,2023-07-16
409,61453,2023-04-02
409,61641,2023-04-09
409,61915,2022-10-06
409,61916,2023-06-25
409,61935,2023-08-06
409,61936,2023-01-15
409,61946,2022-10-06
409,61970,2023-01-15
409,65486,2023-02-08
409,66219,2023-06-04
409,66223,2022-10-05
409,66495,2023-05-24
409,66731,2023-09-29
409,66752,2023-06-30
409,67446,2023-04-23
409,67708,2023-04-16
409,67798,2022-10-21
409,67989,2023-05-29
409,68592,2023-08-18
409,68739,2022-10-07
409,68774,2023-01-22
409,70207,2023-04-02
409,70261,2022-10-07
409,70266,2023-06-14
409,70269,2023-03-26
409,70270,2023-09-08
409,70297,2023-06-28
409,70351,2023-06-07
409,70363,2023-07-16
409,70364,2023-02-05
409,70392,2022-12-16
409,70422,2023-03-05
409,70426,2023-10-23
409,70435,2023-07-24
409,70440,2023-08-21
409,70465,2023-07-24
409,70466,2023-06-04
409,70470,2023-09-05
409,70568,2023-09-08
409,70725,2022-12-27
409,70731,2023-08-07
409,70739,2023-01-15
409,70817,2023-05-29
409,70820,2022-12-27
409,70824,2023-05-21
409,70829,2023-02-24
409,70837,2023-01-22
409,70847,2022-12-14
409,70852,2022-11-02
409,70863,2023-07-19
409,70903,2022-11-16
409,70946,2023-05-29
409,70959,2023-08-18
409,70980,2023-01-22
409,71217,2023-04-02
409,71303,2023-08-27
409,71365,2023-03-09
409,71479,2023-03-05
409,71530,2022-12-30
409,71603,2023-05-21
409,71609,2022-10-06
409,71614,2023-01-11
409,71635,2023-04-23
409,71639,2022-10-06
409,71646,2023-05-29
409,71705,2023-01-15
409,71714,2023-06-25
409,71755,2023-09-15
409,71757,2023-01-16
409,71767,2023-11-05
409,71799,2022-10-17
409,71804,2023-01-22
409,71809,2023-04-09
409,71839,2023-08-27
409,71855,2023-03-05
409,71920,2023-01-05
409,71926,2023-05-05
409,71985,2023-10-16
409,72113,2023-02-01
409,72142,2022-12-09
409,72158,2022-10-31
409,72243,2023-09-18
409,72254,2023-02-05
409,72255,2023-06-09
409,72271,2023-07-09
409,72326,2023-02-17
409,72379,2023-06-25
409,72482,2023-07-14
409,72494,2023-06-25
409,72514,2023-02-05
409,72552,2022-11-16
409,72562,2023-01-11
409,72580,2023-05-25
409,72584,2023-08-22
409,72730,2022-10-06
409,72785,2023-04-09
409,72790,2023-10-04
409,72868,2023-06-25
409,73004,2023-01-06
409,73186,2023-06-04
409,73188,2023-06-25
409,73198,2023-04-02
409,73228,2023-05-21
409,73320,2023-07-26
409,73346,2022-10-06
409,73410,2023-08-14
409,73421,2023-04-12
409,73515,2023-02-05
409,73793,2022-12-21
409,73970,2023-07-21
409,74017,2023-06-04
409,74040,2023-07-05
409,74111,2023-03-20
409,74114,2023-08-06
409,74144,2023-07-24
409,74156,2023-04-02
409,74171,2022-11-16
409,74190,2023-08-06
409,74349,2022-11-16
409,74364,2022-10-24
409,74480,2023-07-31
409,74497,2023-04-09
409,74551,2023-03-13
409,74557,2022-12-27
409,74580,2023-09-01
409,74601,2023-03-17
409,74656,2023-06-04
409,74695,2023-04-12
409,74734,2023-09-25
409,74739,2023-06-18
409,74753,2023-02-26
409,74793,2022-11-22
409,74847,2022-12-16
409,74890,2023-03-09
409,74917,2023-03-22
409,74919,2023-10-04
409,74925,2023-04-16
409,74930,2023-03-09
409,74943,2023-08-20
409,74947,2023-05-29
409,74948,2022-10-06
409,74972,2023-04-02
409,75006,2023-08-06
409,75018,2023-11-06
409,75091,2023-06-04
409,75096,2023-11-05
409,75097,2023-01-22
409,75113,2022-10-28
409,75115,2022-10-06
409,75125,2023-04-02
409,75195,2023-05-26
409,75197,2023-07-07
409,75198,2022-10-07
409,75215,2023-03-03
409,75223,2023-02-08
409,75237,2023-04-02
409,75262,2023-06-25
409,75274,2023-01-02
409,75280,2022-10-10
409,75283,2023-02-26
409,75289,2023-04-23
409,75291,2023-07-09
409,75296,2022-11-16
409,75304,2022-10-26
409,75312,2023-06-18
409,75317,2023-08-09
409,75330,2022-10-31
409,75337,2022-12-30
409,75350,2022-11-16
409,75351,2023-10-22
409,75352,2023-03-13
409,75358,2023-08-20
409,75415,2023-04-19
409,75451,2023-02-08
409,75463,2022-11-16
409,75465,2022-12-27
409,75493,2023-07-05
409,75594,2023-03-09
409,76044,2022-12-21
409,76115,2023-01-02
409,76180,2022-11-28
409,76221,2023-04-14
409,76233,2022-10-07
409,76279,2023-03-01
409,76481,2023-05-21
409,76587,2022-10-07
409,76711,2023-05-05
409,76713,2023-03-05
409,76907,2023-05-26
409,76932,2023-07-19
409,76947,2022-11-07
409,77003,2023-06-12
409,77071,2023-05-21
409,77085,2023-01-19
409,77098,2022-10-03
409,77192,2023-03-20
409,77197,2023-04-09
409,77201,2023-10-16
409,77219,2023-03-17
409,77236,2023-02-21
409,77249,2023-10-06
409,77410,2023-08-02
409,77582,2022-11-04
409,77585,2023-01-15
409,77646,2023-04-16
409,77669,2022-12-27
409,77742,2023-08-18
409,77763,2022-10-19
409,77790,2022-12-30
409,77899,2023-08-19
409,77920,2023-09-13
409,78213,2023-03-10
409,78215,2023-06-18
409,78338,2023-08-14
409,78426,2023-07-28
409,78433,2023-02-05
409,78479,2023-07-19
409,78480,2023-03-05
409,78496,2023-03-09
409,78499,2023-06-28
409,78519,2023-03-05
409,78570,2023-04-23
409,78594,2022-10-26
409,78613,2023-03-09
409,78701,2023-11-06
409,78745,2023-02-24
409,78767,2023-02-17
409,78812,2023-05-02
409,78924,2023-02-05
409,78925,2023-08-20
409,78976,2022-11-07
409,78980,2022-10-31
409,78989,2023-04-16
409,79010,2023-04-02
409,79085,2023-06-04
409,79092,2023-08-11
409,79097,2023-06-25
409,79107,2023-05-10
409,79110,2023-03-24
409,79113,2022-10-14
409,79119,2023-11-05
409,79225,2023-09-13
409,79377,2023-02-23
409,79416,2023-08-09
409,79451,2023-04-14
409,79479,2023-06-16
409,79496,2022-10-31
409,79585,2023-05-22
409,79951,2022-10-07
409,79955,2023-04-16
409,79963,2023-11-01
409,79969,2023-06-04
409,79971,2023-09-05
409,79973,2023-09-13
409,79976,2023-04-07
409,79980,2023-06-25
409,79981,2023-08-06
409,79985,2023-07-09
409,79986,2023-04-23
409,79987,2023-04-26
409,79989,2023-03-03
409,80218,2023-08-06
409,80245,2023-06-21
409,80384,2023-08-14
409,80900,2023-05-29
409,81053,2023-01-22
409,81169,2023-06-30
409,81918,2023-05-21
409,81929,2022-12-27
409,84042,2023-07-24
409,84132,2023-10-22
409,84181,2023-11-05
409,86012,2023-02-05
409,86112,2023-03-29
409,86818,2023-04-23
409,86848,2023-11-02
409,86878,2023-01-15
409,87746,2023-10-06
409,88797,2023-08-16
409,88852,2022-10-06
409,89170,2023-09-13
409,89553,2023-01-13
409,90293,2022-10-21
409,90485,2023-01-16
409,90536,2023-04-07
409,90610,2023-10-22
409,91082,2023-03-05
409,93876,2023-06-18
409,94004,2023-05-29
409,94008,2022-11-16
409,94011,2022-10-18
409,94037,2022-11-28
409,94042,2023-07-26
409,94082,2023-04-09
409,94121,2023-09-20
409,94153,2023-06-18
409,94160,2023-05-29
409,94209,2023-06-18
409,94219,2022-10-31
409,94225,2023-08-21
409,94229,2023-04-25
409,94306,2023-03-20
409,94391,2023-01-23
409,94698,2023-04-16
409,94716,2023-06-18
409,94821,2022-11-09
409,94890,2023-08-21
409,94914,2023-02-06
409,94932,2022-11-28
409,95035,2023-04-02
409,95111,2023-08-31
409,95313,2023-07-19
409,95334,2023-09-07
409,95367,2023-06-18
409,95482,2023-08-30
409,95488,2023-01-15
409,95505,2023-05-03
409,95614,2023-02-01
409,95631,2022-10-06
409,95668,2022-10-06
409,95686,2023-04-16
409,95688,2023-02-05
409,95708,2023-02-15
409,95733,2022-10-06
409,95739,2023-01-22
409,95745,2023-09-08
409,95750,2023-08-07
409,95752,2023-06-16
409,95808,2023-02-05
409,95863,2023-05-29
409,95879,2023-01-16
409,95903,2023-04-09
409,95910,2022-10-03
409,96017,2022-10-06
409,96042,2023-02-05
409,96072,2023-05-22
409,96099,2023-07-24
409,96100,2023-01-22
409,96120,2023-09-13
409,96161,2023-03-08
409,96290,2022-11-16
409,96345,2022-10-06
409,96370,2023-08-20
409,96427,2023-04-02
409,96435,2023-10-22
409,96439,2023-02-05
409,96508,2023-11-05
409,96526,2023-07-19
409,96527,2023-02-05
409,96576,2022-12-30
409,96583,2023-11-05
409,96601,2023-04-03
409,96642,2022-12-27
409,96684,2023-02-05
409,96692,2023-01-05
409,96762,2022-12-14
409,96764,2023-01-22
409,96771,2022-11-28
409,96794,2023-08-06
409,96806,2022-10-06
409,96817,2023-06-18
409,96825,2022-10-21
409,96827,2023-04-16
409,96830,2023-08-30
409,96834,2022-10-10
409,96843,2023-06-12
409,96848,2023-08-27
409,96961,2023-04-02
409,96970,2022-11-30
409,96996,2023-09-13
409,97021,2023-01-27
409,97051,2022-10-09
409,97087,2023-05-23
409,97169,2022-11-16
409,97191,2023-04-24
409,97252,2023-02-10
409,97254,2023-08-20
409,97286,2023-04-16
409,97510,2023-05-21
409,97601,2022-11-16
409,97605,2023-07-09
409,97613,2023-06-30
409,97625,2023-08-20
409,97636,2023-01-15
409,97638,2023-05-21
409,97660,2023-07-10
409,97754,2023-02-17
409,97817,2023-01-22
409,97819,2023-08-02
409,97893,2023-04-09
409,100115,2023-02-03
409,100321,2023-05-21
409,100376,2023-10-07
409,100406,2023-10-07
409,100549,2023-04-17
409,100840,2023-11-03
409,100984,2023-01-18
409,101787,2023-05-21
409,101804,2023-01-21
409,101867,2023-03-05
409,102143,2023-07-12
409,103512,2023-04-23
409,103806,2023-11-05
409,103976,2023-05-01
409,103977,2023-09-30
409,103989,2023-09-30
409,104026,2023-09-30
409,106700,2023-03-10
409,106804,2022-10-06
409,107750,2023-11-05
409,107881,2023-08-06
409,108336,2023-01-15
409,108463,2023-05-29
409,108587,2023-04-16
409,108593,2023-02-20
409,108642,2022-11-14
409,108649,2023-02-05
409,108704,2023-04-23
409,109123,2023-07-28
409,109373,2023-07-17
409,109516,2023-08-20
409,109604,2022-12-30
409,109899,2023-08-27
409,109990,2023-06-04
409,111297,2023-06-18
409,111659,2023-03-09
409,112770,2023-05-29
409,112777,2023-04-23
409,112799,2022-10-07
409,112886,2022-10-06
409,112925,2023-07-09
409,113137,2023-07-17
409,113892,2023-04-17
409,114655,2023-07-12
409,115526,2023-03-14
409,115882,2023-04-16
409,115996,2023-07-16
409,116702,2023-03-09
409,119823,2023-07-28
409,119986,2023-04-23
409,120094,2023-04-02
409,120219,2023-07-16
409,120332,2023-03-21
409,121287,2023-10-13
409,122605,2023-07-16
409,123433,2023-06-23
409,123436,2023-10-22
409,124891,2022-11-25
409,125003,2023-07-21
409,125598,2023-09-30
409,125849,2023-06-25
409,129618,2023-04-23
409,129745,2023-08-30
409,129762,2023-07-24
409,129844,2023-04-23
409,131362,2022-12-05
409,131839,2023-10-27
409,133088,2023-07-16
409,133345,2023-04-09
409,135175,2023-11-05
409,135226,2023-08-14
409,138354,2023-07-12
409,138828,2023-04-23
409,138940,2023-07-05
409,140206,2023-01-22
409,140228,2023-04-21
409,140377,2023-04-23
409,140388,2023-06-04
409,140391,2023-05-21
409,141350,2023-06-23
409,147392,2023-08-30
409,149758,2023-08-25
409,152854,2023-05-04
409,152946,2023-08-27
409,153612,2023-11-05
409,153681,2023-05-08
409,153864,2023-04-23
409,155773,2022-10-07
409,155776,2022-10-07
409,155777,2022-10-07
409,155778,2022-10-07
409,155780,2022-10-07
409,155781,2022-10-07
409,155782,2022-10-07
409,155783,2022-10-07
409,155784,2022-10-07
409,155785,2022-10-07
409,155786,2022-10-07
409,155787,2022-10-14
409,155788,2022-10-14
409,155789,2022-10-14
409,155790,2022-10-14
409,155791,2022-10-14
409,155792,2022-10-14
409,155793,2022-10-14
409,155794,2022-10-14
409,155795,2022-10-14
409,155796,2022-10-14
409,155797,2022-10-14
409,155798,2022-10-14
409,155799,2022-10-14
409,155800,2022-10-14
409,155801,2022-10-14
409,155802,2022-10-14
409,155842,2022-11-26
409,155903,2023-01-04
409,155934,2023-02-07
409,155954,2023-02-22
409,155957,2023-02-27
409,155965,2023-03-09
409,155994,2023-07-31
409,155996,2023-07-31
409,155997,2023-07-31
409,155998,2023-07-31
409,155999,2023-07-31
409,156000,2023-07-31
409,177801,2023-07-31
409,177802,2023-07-31
409,177803,2023-07-31
409,177804,2023-07-31
409,177805,2023-07-31
409,177806,2023-07-31
409,177807,2023-07-31
409,177808,2023-07-31
409,177809,2023-07-31
409,177810,2023-07-31
409,177811,2023-07-31
409,177812,2023-07-31
409,177813,2023-07-31
409,177814,2023-07-31
409,177815,2023-07-31
409,177816,2023-07-31
409,177817,2023-07-31
409,177818,2023-07-31
409,177819,2023-07-31
409,177820,2023-07-31
409,177821,2023-07-31
409,177822,2023-07-31
409,177823,2023-07-31
409,177824,2023-07-31
409,177825,2023-07-31
409,177826,2023-07-31
409,177827,2023-07-31
409,177828,2023-07-31
409,177829,2023-07-31
409,177830,2023-07-31
409,177831,2023-07-31
409,177832,2023-07-31
409,177833,2023-07-31
409,177834,2023-07-31
409,177835,2023-07-31
409,177836,2023-07-31
409,177837,2023-07-31
409,177838,2023-07-31
409,177839,2023-07-31
409,177840,2023-07-31
409,177841,2023-07-31
409,177842,2023-07-31
409,177843,2023-07-31
409,177844,2023-07-31
409,177845,2023-07-31
409,177846,2023-07-31
409,177847,2023-07-31
409,177848,2023-07-31
409,177849,2023-07-31
409,177850,2023-07-31
409,177851,2023-07-31
409,177852,2023-07-31
409,177853,2023-07-31
409,177854,2023-07-31
409,177855,2023-07-31
409,177856,2023-07-31
409,177857,2023-07-31
409,177858,2023-07-31
409,177859,2023-07-31
409,177860,2023-07-31
409,177861,2023-07-31
409,177862,2023-07-31
409,177863,2023-07-31
409,177864,2023-07-31
409,177865,2023-07-31
409,177866,2023-07-31
409,177867,2023-07-31
409,177868,2023-07-31
409,177869,2023-07-31
409,177870,2023-07-31
409,177871,2023-07-31
409,177872,2023-07-31
409,177873,2023-07-31
409,177874,2023-07-31
409,177875,2023-07-31
409,177876,2023-07-31
409,177877,2023-07-31
409,177878,2023-07-31
409,177879,2023-07-31
409,177880,2023-07-31
409,177881,2023-07-31
409,177882,2023-07-31
409,177883,2023-07-31
409,177884,2023-07-31
409,177885,2023-07-31
409,177886,2023-07-31
409,177887,2023-07-31
409,177888,2023-07-31
409,177889,2023-07-31
409,177890,2023-07-31
409,177891,2023-07-31
409,177892,2023-07-31
409,177893,2023-07-31
409,177894,2023-07-31
409,177895,2023-07-31
409,177896,2023-07-31
409,177897,2023-07-31
409,177898,2023-07-31
409,177899,2023-07-31
409,177900,2023-07-31
409,177901,2023-07-31
409,177902,2023-07-31
409,177903,2023-05-11
409,177904,2023-07-31
409,177905,2023-07-31
409,177906,2023-07-31
409,177907,2023-07-31
409,177908,2023-07-31
409,177909,2023-07-31
409,177910,2023-07-31
409,177911,2023-07-31
409,177912,2023-07-31
409,177913,2023-07-31
409,177914,2023-07-31
409,177915,2023-07-31
409,177916,2023-07-31
409,177917,2023-07-31
409,177918,2023-07-31
409,177920,2023-07-31
409,177921,2023-07-31
409,177922,2023-07-31
409,177923,2023-07-31
409,177924,2023-07-31
409,177925,2023-07-31
409,177926,2023-07-31
409,177927,2023-07-31
409,177928,2023-07-31
409,177929,2023-07-31
409,177930,2023-07-31
409,177931,2023-07-31
409,177932,2023-07-31
409,177933,2023-07-31
409,177934,2023-07-31
409,177935,2023-07-31
409,177936,2023-07-31
409,177937,2023-07-31
409,177938,2023-07-31
409,177939,2023-07-31
409,177940,2023-07-31
409,177941,2023-07-31
409,177942,2023-07-31
409,177943,2023-07-31
409,177944,2023-07-31
409,177945,2023-07-31
